temperatureMax,temperatureMaxTime,windBearing,icon,dewPoint,temperatureMinTime,cloudCover,windSpeed,pressure,apparentTemperatureMinTime,apparentTemperatureHigh,precipType,visibility,humidity,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureMax,uvIndex,time,sunsetTime,temperatureLow,temperatureMin,temperatureHigh,sunriseTime,temperatureHighTime,uvIndexTime,summary,temperatureLowTime,apparentTemperatureMin,apparentTemperatureMaxTime,apparentTemperatureLowTime,moonPhase
26.24,2013-07-24 14:00:00,231,partly-cloudy-day,14.13,2013-07-24 05:00:00,0.34,3.59,1014.24,2013-07-24 05:00:00,26.24,rain,12.89,0.67,2013-07-24 14:00:00,16.86,26.24,6.0,2013-07-23 23:00:00,2013-07-24 20:02:20,16.63,15.59,26.24,2013-07-24 04:13:50,2013-07-24 14:00:00,2013-07-24 12:00:00,Partly cloudy throughout the day.,2013-07-25 05:00:00,15.59,2013-07-24 14:00:00,2013-07-25 05:00:00,0.57
18.09,2013-09-13 11:00:00,255,cloudy,15.51,2013-09-13 22:00:00,1.0,0.97,1017.09,2013-09-13 22:00:00,18.3,rain,5.91,0.95,2013-09-13 11:00:00,7.1,18.3,2.0,2013-09-12 23:00:00,2013-09-13 18:21:53,9.3,14.78,18.09,2013-09-13 05:33:40,2013-09-13 11:00:00,2013-09-13 12:00:00,Overcast until evening.,2013-09-14 04:00:00,14.82,2013-09-13 11:00:00,2013-09-14 03:00:00,0.28
7.83,2013-03-03 15:00:00,89,partly-cloudy-day,0.26,2013-03-03 03:00:00,0.58,2.2,1023.52,2013-03-03 03:00:00,5.04,rain,10.12,0.8,2013-03-03 15:00:00,-1.41,5.04,1.0,2013-03-03 00:00:00,2013-03-03 17:45:06,2.14,-1.14,7.83,2013-03-03 06:42:33,2013-03-03 15:00:00,2013-03-03 09:00:00,Mostly cloudy throughout the day.,2013-03-04 07:00:00,-1.14,2013-03-03 15:00:00,2013-03-04 06:00:00,0.7
21.68,2013-05-31 15:00:00,340,partly-cloudy-day,10.44,2013-05-31 03:00:00,0.54,3.45,1017.87,2013-05-31 03:00:00,21.68,rain,10.59,0.72,2013-05-31 15:00:00,10.77,21.68,6.0,2013-05-30 23:00:00,2013-05-31 20:08:10,10.77,11.27,21.68,2013-05-31 03:51:04,2013-05-31 15:00:00,2013-05-31 12:00:00,Mostly cloudy until evening.,2013-06-01 04:00:00,11.27,2013-05-31 15:00:00,2013-06-01 04:00:00,0.73
14.81,2013-05-12 13:00:00,251,partly-cloudy-day,5.66,2013-05-12 00:00:00,0.44,5.33,1014.56,2013-05-12 05:00:00,14.81,rain,12.05,0.76,2013-05-12 13:00:00,10.87,14.81,6.0,2013-05-11 23:00:00,2013-05-12 19:42:01,10.87,6.04,14.81,2013-05-12 04:14:16,2013-05-12 13:00:00,2013-05-12 12:00:00,Mostly cloudy until evening.,2013-05-13 05:00:00,2.44,2013-05-12 13:00:00,2013-05-13 05:00:00,0.08
16.96,2013-06-12 17:00:00,211,wind,13.22,2013-06-11 23:00:00,0.93,5.94,1011.39,2013-06-11 23:00:00,17.01,rain,10.86,0.86,2013-06-12 17:00:00,13.03,17.01,5.0,2013-06-11 23:00:00,2013-06-12 20:18:54,13.03,14.16,16.96,2013-06-12 03:44:30,2013-06-12 17:00:00,2013-06-12 11:00:00,Mostly cloudy until evening and breezy starting in the evening.,2013-06-13 07:00:00,14.16,2013-06-12 17:00:00,2013-06-13 07:00:00,0.12
11.59,2013-04-28 14:00:00,233,partly-cloudy-day,0.63,2013-04-28 05:00:00,0.27,3.27,1017.0,2013-04-28 05:00:00,11.59,rain,12.49,0.64,2013-04-28 14:00:00,4.92,11.59,5.0,2013-04-27 23:00:00,2013-04-28 19:19:17,7.98,1.61,11.59,2013-04-28 04:38:53,2013-04-28 14:00:00,2013-04-28 12:00:00,Partly cloudy throughout the day.,2013-04-29 06:00:00,1.61,2013-04-28 14:00:00,2013-04-29 06:00:00,0.6
17.54,2013-06-22 12:00:00,218,wind,11.12,2013-06-22 05:00:00,0.67,6.78,1007.11,2013-06-22 05:00:00,17.54,rain,11.33,0.81,2013-06-22 12:00:00,13.07,17.54,5.0,2013-06-21 23:00:00,2013-06-22 20:22:54,13.07,12.01,17.54,2013-06-22 03:44:32,2013-06-22 12:00:00,2013-06-22 11:00:00,Breezy and mostly cloudy until evening.,2013-06-23 02:00:00,12.01,2013-06-22 12:00:00,2013-06-23 02:00:00,0.46
18.36,2013-09-28 12:00:00,81,partly-cloudy-day,11.73,2013-09-28 00:00:00,0.17,4.46,1009.88,2013-09-28 00:00:00,18.36,rain,9.78,0.81,2013-09-28 12:00:00,13.57,18.36,2.0,2013-09-27 23:00:00,2013-09-28 17:47:05,13.57,12.43,18.36,2013-09-28 05:57:33,2013-09-28 12:00:00,2013-09-28 10:00:00,Partly cloudy until evening.,2013-09-29 06:00:00,12.43,2013-09-28 12:00:00,2013-09-29 06:00:00,0.79
22.11,2013-08-06 14:00:00,287,partly-cloudy-day,10.77,2013-08-06 05:00:00,0.41,1.35,1015.69,2013-08-06 05:00:00,22.11,rain,13.53,0.68,2013-08-06 14:00:00,14.97,22.11,4.0,2013-08-05 23:00:00,2013-08-06 19:41:59,14.97,12.23,22.11,2013-08-06 04:33:15,2013-08-06 14:00:00,2013-08-06 11:00:00,Mostly cloudy until evening.,2013-08-07 06:00:00,12.23,2013-08-06 14:00:00,2013-08-07 06:00:00,0.98
4.93,2013-02-26 17:00:00,41,fog,2.55,2013-02-26 01:00:00,0.86,4.34,1032.15,2013-02-26 00:00:00,1.8,rain,3.48,0.91,2013-02-26 17:00:00,-1.82,1.8,1.0,2013-02-26 00:00:00,2013-02-26 17:36:17,2.33,2.98,4.93,2013-02-26 06:53:19,2013-02-26 17:00:00,2013-02-26 09:00:00,Foggy until afternoon.,2013-02-27 07:00:00,-1.18,2013-02-26 17:00:00,2013-02-27 08:00:00,0.52
16.32,2013-05-01 14:00:00,50,partly-cloudy-day,1.83,2013-05-01 03:00:00,0.26,2.95,1024.26,2013-05-01 04:00:00,16.32,rain,12.7,0.62,2013-05-01 14:00:00,3.39,16.32,5.0,2013-04-30 23:00:00,2013-05-01 19:24:15,5.43,4.42,16.32,2013-05-01 04:33:12,2013-05-01 14:00:00,2013-05-01 11:00:00,Partly cloudy until evening.,2013-05-02 05:00:00,2.32,2013-05-01 14:00:00,2013-05-02 05:00:00,0.71
9.87,2013-04-06 16:00:00,35,partly-cloudy-day,-2.24,2013-04-06 06:00:00,0.23,2.75,1023.34,2013-04-06 06:00:00,8.53,rain,13.02,0.63,2013-04-06 16:00:00,-1.21,8.53,3.0,2013-04-05 23:00:00,2013-04-06 18:42:30,-1.21,0.64,9.87,2013-04-06 05:25:19,2013-04-06 16:00:00,2013-04-06 11:00:00,Partly cloudy until afternoon.,2013-04-07 05:00:00,-2.67,2013-04-06 16:00:00,2013-04-07 05:00:00,0.87
12.54,2013-12-15 22:00:00,207,wind,9.59,2013-12-15 08:00:00,0.68,6.12,1019.25,2013-12-15 08:00:00,12.44,rain,9.14,0.91,2013-12-15 19:00:00,11.64,12.54,0.0,2013-12-15 00:00:00,2013-12-15 15:52:51,11.64,8.11,12.44,2013-12-15 08:01:10,2013-12-15 19:00:00,2013-12-15 05:00:00,Mostly cloudy until evening and breezy starting in the evening.,2013-12-16 08:00:00,6.2,2013-12-15 22:00:00,2013-12-16 08:00:00,0.44
10.12,2013-02-19 14:00:00,4,fog,0.3,2013-02-19 07:00:00,0.11,0.4,1019.55,2013-02-19 07:00:00,10.12,rain,6.95,0.79,2013-02-19 14:00:00,-1.27,10.12,2.0,2013-02-19 00:00:00,2013-02-19 17:23:42,1.93,-1.43,10.12,2013-02-19 07:07:46,2013-02-19 14:00:00,2013-02-19 11:00:00,Foggy overnight.,2013-02-20 00:00:00,-1.43,2013-02-19 14:00:00,2013-02-20 00:00:00,0.3
5.31,2013-03-29 12:00:00,55,partly-cloudy-day,-4.23,2013-03-29 03:00:00,0.59,3.52,1010.88,2013-03-29 01:00:00,1.71,rain,13.45,0.63,2013-03-29 12:00:00,-2.65,1.71,3.0,2013-03-29 00:00:00,2013-03-29 18:29:11,0.94,-0.52,5.31,2013-03-29 05:43:29,2013-03-29 12:00:00,2013-03-29 12:00:00,Mostly cloudy throughout the day.,2013-03-30 00:00:00,-2.99,2013-03-29 12:00:00,2013-03-30 07:00:00,0.57
20.07,2013-06-04 15:00:00,44,partly-cloudy-day,6.01,2013-06-04 04:00:00,0.27,4.16,1027.0,2013-06-04 04:00:00,20.07,rain,14.65,0.6,2013-06-04 15:00:00,6.8,20.07,7.0,2013-06-03 23:00:00,2013-06-04 20:12:22,8.96,7.64,20.07,2013-06-04 03:48:06,2013-06-04 15:00:00,2013-06-04 12:00:00,"Partly cloudy starting in the afternoon, continuing until evening.",2013-06-05 04:00:00,6.1,2013-06-04 15:00:00,2013-06-05 04:00:00,0.87
27.56,2013-07-18 15:00:00,65,partly-cloudy-day,13.54,2013-07-18 04:00:00,0.18,3.24,1026.15,2013-07-18 04:00:00,27.56,rain,14.02,0.6,2013-07-18 15:00:00,15.62,27.56,6.0,2013-07-17 23:00:00,2013-07-18 20:09:44,15.62,17.5,27.56,2013-07-18 04:05:48,2013-07-18 15:00:00,2013-07-18 12:00:00,Partly cloudy until evening.,2013-07-19 05:00:00,17.5,2013-07-18 15:00:00,2013-07-19 05:00:00,0.34
22.98,2013-08-04 14:00:00,209,partly-cloudy-day,12.82,2013-08-04 04:00:00,0.43,4.52,1019.02,2013-08-04 04:00:00,22.98,rain,12.67,0.7,2013-08-04 14:00:00,17.05,22.98,4.0,2013-08-03 23:00:00,2013-08-04 19:45:27,17.05,14.79,22.98,2013-08-04 04:30:08,2013-08-04 14:00:00,2013-08-04 10:00:00,Mostly cloudy until evening.,2013-08-05 03:00:00,14.79,2013-08-04 14:00:00,2013-08-05 03:00:00,0.92
14.56,2013-05-18 17:00:00,293,partly-cloudy-day,5.68,2013-05-18 05:00:00,0.59,1.94,1008.08,2013-05-18 05:00:00,14.56,rain,11.93,0.67,2013-05-18 17:00:00,8.56,14.56,4.0,2013-05-17 23:00:00,2013-05-18 19:51:07,8.91,9.12,14.56,2013-05-18 04:05:29,2013-05-18 17:00:00,2013-05-18 11:00:00,Mostly cloudy until evening.,2013-05-19 03:00:00,7.62,2013-05-18 17:00:00,2013-05-19 03:00:00,0.26
22.42,2013-08-18 14:00:00,240,partly-cloudy-day,13.61,2013-08-18 05:00:00,0.57,4.45,1009.48,2013-08-18 05:00:00,22.42,rain,12.76,0.73,2013-08-18 14:00:00,12.68,22.42,3.0,2013-08-17 23:00:00,2013-08-18 19:19:10,12.68,15.92,22.42,2013-08-18 04:52:17,2013-08-18 14:00:00,2013-08-18 11:00:00,Mostly cloudy until evening.,2013-08-19 05:00:00,15.92,2013-08-18 14:00:00,2013-08-19 05:00:00,0.4
2.38,2013-01-15 00:00:00,327,partly-cloudy-day,-0.89,2013-01-15 23:00:00,0.58,3.28,1008.99,2013-01-15 05:00:00,0.89,rain,11.41,0.85,2013-01-15 19:00:00,-4.53,0.89,1.0,2013-01-15 00:00:00,2013-01-15 16:21:30,-2.18,-0.83,2.29,2013-01-15 08:00:28,2013-01-15 15:00:00,2013-01-15 11:00:00,Mostly cloudy until evening.,2013-01-16 08:00:00,-3.16,2013-01-15 19:00:00,2013-01-16 06:00:00,0.14
18.66,2013-06-03 14:00:00,62,partly-cloudy-day,6.34,2013-06-03 03:00:00,0.26,2.84,1031.47,2013-06-03 03:00:00,18.66,rain,13.28,0.66,2013-06-03 14:00:00,6.1,18.66,6.0,2013-06-02 23:00:00,2013-06-03 20:11:23,7.64,7.24,18.66,2013-06-03 03:48:46,2013-06-03 14:00:00,2013-06-03 11:00:00,Partly cloudy throughout the day.,2013-06-04 04:00:00,7.24,2013-06-03 14:00:00,2013-06-04 04:00:00,0.84
4.69,2013-03-02 16:00:00,38,partly-cloudy-day,-1.48,2013-03-02 23:00:00,0.66,2.02,1027.67,2013-03-02 07:00:00,3.13,rain,13.05,0.72,2013-03-02 14:00:00,-1.14,3.13,1.0,2013-03-02 00:00:00,2013-03-02 17:43:21,-1.14,0.63,4.69,2013-03-02 06:44:44,2013-03-02 16:00:00,2013-03-02 09:00:00,Mostly cloudy until evening.,2013-03-03 03:00:00,-0.01,2013-03-02 14:00:00,2013-03-03 03:00:00,0.66
9.63,2013-03-07 14:00:00,84,fog,7.51,2013-03-07 03:00:00,0.68,2.2,996.96,2013-03-07 05:00:00,7.99,rain,2.78,0.93,2013-03-07 13:00:00,6.61,7.99,2.0,2013-03-07 00:00:00,2013-03-07 17:52:03,8.19,7.43,9.63,2013-03-07 06:33:43,2013-03-07 14:00:00,2013-03-07 11:00:00,Foggy starting in the afternoon.,2013-03-08 08:00:00,6.67,2013-03-07 13:00:00,2013-03-08 08:00:00,0.85
7.34,2013-04-05 15:00:00,32,partly-cloudy-day,-3.08,2013-04-05 00:00:00,0.63,5.89,1015.19,2013-04-05 00:00:00,3.68,rain,13.08,0.61,2013-04-05 17:00:00,-2.67,3.68,3.0,2013-04-04 23:00:00,2013-04-05 18:40:51,0.64,1.88,7.34,2013-04-05 05:27:34,2013-04-05 15:00:00,2013-04-05 11:00:00,Partly cloudy throughout the day.,2013-04-06 06:00:00,-2.8,2013-04-05 17:00:00,2013-04-06 06:00:00,0.83
12.13,2013-05-28 00:00:00,130,partly-cloudy-day,8.67,2013-05-28 22:00:00,0.67,1.48,1000.65,2013-05-28 22:00:00,11.88,rain,9.37,0.86,2013-05-28 11:00:00,7.59,12.13,4.0,2013-05-27 23:00:00,2013-05-28 20:04:38,8.38,9.78,11.88,2013-05-28 03:53:46,2013-05-28 11:00:00,2013-05-28 11:00:00,Mostly cloudy until evening.,2013-05-29 04:00:00,9.12,2013-05-28 00:00:00,2013-05-29 04:00:00,0.62
11.95,2013-04-19 17:00:00,301,partly-cloudy-day,3.68,2013-04-19 22:00:00,0.47,2.33,1025.56,2013-04-19 02:00:00,11.95,rain,13.12,0.69,2013-04-19 17:00:00,2.88,11.95,4.0,2013-04-18 23:00:00,2013-04-19 19:04:14,2.88,6.17,11.95,2013-04-19 04:57:01,2013-04-19 17:00:00,2013-04-19 12:00:00,Partly cloudy until evening.,2013-04-20 05:00:00,3.88,2013-04-19 17:00:00,2013-04-20 05:00:00,0.28
15.13,2013-05-16 12:00:00,135,partly-cloudy-day,4.78,2013-05-16 04:00:00,0.36,1.64,999.92,2013-05-16 04:00:00,15.13,rain,10.93,0.74,2013-05-16 12:00:00,6.9,15.13,5.0,2013-05-15 23:00:00,2013-05-16 19:48:09,7.2,4.17,15.13,2013-05-16 04:08:16,2013-05-16 12:00:00,2013-05-16 12:00:00,Partly cloudy throughout the day.,2013-05-17 04:00:00,4.17,2013-05-16 12:00:00,2013-05-17 02:00:00,0.2
17.29,2013-10-17 12:00:00,249,partly-cloudy-day,11.19,2013-10-17 04:00:00,0.26,4.15,1013.27,2013-10-17 04:00:00,17.29,rain,12.36,0.84,2013-10-17 12:00:00,10.5,17.29,1.0,2013-10-16 23:00:00,2013-10-17 17:04:45,10.5,11.82,17.29,2013-10-17 06:29:04,2013-10-17 12:00:00,2013-10-17 09:00:00,Partly cloudy until evening.,2013-10-18 06:00:00,11.82,2013-10-17 12:00:00,2013-10-18 06:00:00,0.45
13.41,2013-04-29 16:00:00,266,partly-cloudy-day,2.25,2013-04-29 06:00:00,0.45,4.51,1016.36,2013-04-29 06:00:00,13.41,rain,13.18,0.59,2013-04-29 16:00:00,4.61,13.41,4.0,2013-04-28 23:00:00,2013-04-29 19:20:57,5.94,7.98,13.41,2013-04-29 04:36:58,2013-04-29 16:00:00,2013-04-29 11:00:00,Partly cloudy until evening.,2013-04-30 05:00:00,4.92,2013-04-29 16:00:00,2013-04-30 05:00:00,0.63
4.88,2013-02-20 13:00:00,80,fog,-0.48,2013-02-20 19:00:00,0.68,4.86,1023.08,2013-02-20 19:00:00,0.71,rain,8.93,0.78,2013-02-20 07:00:00,-3.63,3.78,1.0,2013-02-20 00:00:00,2013-02-20 17:25:30,1.28,1.83,4.88,2013-02-20 07:05:45,2013-02-20 13:00:00,2013-02-20 10:00:00,Foggy in the morning.,2013-02-21 05:00:00,-3.42,2013-02-20 05:00:00,2013-02-21 08:00:00,0.33
19.35,2013-04-24 14:00:00,234,partly-cloudy-day,9.87,2013-04-24 05:00:00,0.33,3.03,1023.67,2013-04-24 05:00:00,19.35,rain,11.96,0.74,2013-04-24 14:00:00,11.38,19.35,4.0,2013-04-23 23:00:00,2013-04-24 19:12:36,11.38,9.45,19.35,2013-04-24 04:46:46,2013-04-24 14:00:00,2013-04-24 11:00:00,Partly cloudy until evening.,2013-04-25 04:00:00,8.49,2013-04-24 14:00:00,2013-04-25 04:00:00,0.45
8.81,2013-04-09 13:00:00,75,partly-cloudy-day,3.41,2013-04-09 02:00:00,0.7,3.87,997.5,2013-04-09 02:00:00,6.01,rain,6.66,0.83,2013-04-09 12:00:00,0.4,6.01,3.0,2013-04-08 23:00:00,2013-04-09 18:47:31,2.98,3.45,8.81,2013-04-09 05:18:37,2013-04-09 13:00:00,2013-04-09 11:00:00,Mostly cloudy throughout the day.,2013-04-10 06:00:00,0.39,2013-04-09 12:00:00,2013-04-10 06:00:00,0.97
11.0,2013-11-08 13:00:00,235,partly-cloudy-day,6.02,2013-11-08 05:00:00,0.5,2.0,1005.53,2013-11-08 23:00:00,11.0,rain,12.1,0.9,2013-11-08 13:00:00,1.24,11.0,1.0,2013-11-08 00:00:00,2013-11-08 16:23:16,3.28,5.29,11.0,2013-11-08 07:07:47,2013-11-08 13:00:00,2013-11-08 10:00:00,Mostly cloudy until evening.,2013-11-09 07:00:00,2.54,2013-11-08 13:00:00,2013-11-09 04:00:00,0.18
20.22,2013-08-17 12:00:00,219,wind,13.68,2013-08-17 04:00:00,0.57,5.13,1012.65,2013-08-17 04:00:00,20.22,rain,11.1,0.82,2013-08-17 12:00:00,15.92,20.22,3.0,2013-08-16 23:00:00,2013-08-17 19:21:11,15.92,14.12,20.22,2013-08-17 04:50:41,2013-08-17 12:00:00,2013-08-17 11:00:00,Mostly cloudy throughout the day and breezy starting in the evening.,2013-08-18 05:00:00,14.12,2013-08-17 12:00:00,2013-08-18 05:00:00,0.37
11.01,2013-12-09 13:00:00,227,partly-cloudy-day,5.74,2013-12-09 23:00:00,0.32,2.69,1028.84,2013-12-09 23:00:00,11.01,rain,10.73,0.89,2013-12-09 13:00:00,2.06,11.01,1.0,2013-12-09 00:00:00,2013-12-09 15:53:09,2.06,5.06,11.01,2013-12-09 07:55:25,2013-12-09 13:00:00,2013-12-09 12:00:00,Mostly cloudy until evening.,2013-12-10 08:00:00,3.17,2013-12-09 13:00:00,2013-12-10 08:00:00,0.24
14.87,2013-05-25 17:00:00,359,partly-cloudy-day,3.72,2013-05-25 04:00:00,0.32,3.46,1020.26,2013-05-25 04:00:00,14.87,rain,12.21,0.67,2013-05-25 17:00:00,4.49,14.87,5.0,2013-05-24 23:00:00,2013-05-25 20:00:51,6.24,5.64,14.87,2013-05-25 03:56:51,2013-05-25 17:00:00,2013-05-25 12:00:00,Partly cloudy until evening.,2013-05-26 05:00:00,3.19,2013-05-25 17:00:00,2013-05-26 05:00:00,0.51
2.82,2013-01-23 00:00:00,76,partly-cloudy-day,-0.68,2013-01-23 08:00:00,0.75,4.23,1007.72,2013-01-23 20:00:00,-1.4,rain,7.69,0.82,2013-01-23 13:00:00,-2.49,-1.4,1.0,2013-01-23 00:00:00,2013-01-23 16:34:40,1.22,1.38,2.29,2013-01-23 07:52:15,2013-01-23 14:00:00,2013-01-23 11:00:00,Mostly cloudy throughout the day.,2013-01-24 07:00:00,-2.47,2013-01-23 13:00:00,2013-01-24 00:00:00,0.39
13.97,2013-11-01 13:00:00,203,partly-cloudy-day,10.82,2013-11-01 07:00:00,0.55,2.95,1008.97,2013-11-01 07:00:00,13.97,rain,11.57,0.89,2013-11-01 13:00:00,10.47,13.97,1.0,2013-11-01 00:00:00,2013-11-01 16:35:11,10.47,11.48,13.97,2013-11-01 06:55:20,2013-11-01 13:00:00,2013-11-01 09:00:00,Mostly cloudy until evening.,2013-11-02 07:00:00,11.48,2013-11-01 13:00:00,2013-11-02 07:00:00,0.93
6.56,2013-03-14 16:00:00,294,partly-cloudy-night,-3.24,2013-03-14 06:00:00,0.27,1.81,1015.57,2013-03-14 06:00:00,5.17,rain,10.54,0.67,2013-03-14 18:00:00,-0.32,5.17,2.0,2013-03-14 00:00:00,2013-03-14 18:04:02,2.99,-0.91,6.56,2013-03-14 06:17:55,2013-03-14 16:00:00,2013-03-14 10:00:00,Partly cloudy throughout the day.,2013-03-15 02:00:00,-3.72,2013-03-14 18:00:00,2013-03-15 05:00:00,0.09
20.99,2013-05-06 15:00:00,187,partly-cloudy-day,8.15,2013-05-06 03:00:00,0.22,1.13,1020.13,2013-05-06 03:00:00,20.99,rain,13.5,0.63,2013-05-06 15:00:00,8.63,20.99,5.0,2013-05-05 23:00:00,2013-05-06 19:32:27,8.63,10.48,20.99,2013-05-06 04:24:11,2013-05-06 15:00:00,2013-05-06 11:00:00,Partly cloudy until evening.,2013-05-07 04:00:00,10.48,2013-05-06 15:00:00,2013-05-07 04:00:00,0.89
17.28,2013-05-27 15:00:00,212,wind,4.06,2013-05-27 04:00:00,0.29,4.34,1009.15,2013-05-27 04:00:00,17.28,rain,13.63,0.58,2013-05-27 15:00:00,9.29,17.28,6.0,2013-05-26 23:00:00,2013-05-27 20:03:24,9.97,6.32,17.28,2013-05-27 03:54:45,2013-05-27 15:00:00,2013-05-27 11:00:00,"Partly cloudy throughout the day and breezy starting in the afternoon, continuing until evening.",2013-05-28 06:00:00,4.68,2013-05-27 15:00:00,2013-05-28 06:00:00,0.59
15.87,2013-10-27 13:00:00,225,wind,10.34,2013-10-27 08:00:00,0.32,7.05,996.66,2013-10-27 08:00:00,15.87,rain,11.18,0.81,2013-10-27 13:00:00,11.7,15.87,1.0,2013-10-26 23:00:00,2013-10-27 16:44:30,11.7,11.66,15.87,2013-10-27 06:46:28,2013-10-27 13:00:00,2013-10-27 09:00:00,Breezy and mostly cloudy until evening.,2013-10-28 08:00:00,11.66,2013-10-27 13:00:00,2013-10-28 08:00:00,0.76
14.06,2013-05-13 15:00:00,252,wind,5.51,2013-05-13 22:00:00,0.61,6.61,1011.68,2013-05-13 22:00:00,14.06,rain,11.93,0.68,2013-05-13 15:00:00,4.53,14.06,5.0,2013-05-12 23:00:00,2013-05-13 19:43:34,7.36,7.45,14.06,2013-05-13 04:12:43,2013-05-13 15:00:00,2013-05-13 12:00:00,Breezy and mostly cloudy until evening.,2013-05-14 04:00:00,4.53,2013-05-13 15:00:00,2013-05-13 22:00:00,0.11
21.49,2013-08-07 14:00:00,50,partly-cloudy-day,10.71,2013-08-07 06:00:00,0.37,2.95,1014.33,2013-08-07 06:00:00,21.49,rain,13.49,0.64,2013-08-07 14:00:00,11.83,21.49,4.0,2013-08-06 23:00:00,2013-08-07 19:40:13,11.83,14.97,21.49,2013-08-07 04:34:49,2013-08-07 14:00:00,2013-08-07 12:00:00,Partly cloudy until evening.,2013-08-08 05:00:00,14.97,2013-08-07 14:00:00,2013-08-08 05:00:00,0.02
17.94,2013-10-05 13:00:00,279,partly-cloudy-day,13.26,2013-10-05 04:00:00,0.49,1.58,1019.72,2013-10-05 04:00:00,17.94,rain,11.91,0.87,2013-10-05 13:00:00,8.76,17.94,1.0,2013-10-04 23:00:00,2013-10-05 17:31:05,8.76,13.67,17.94,2013-10-05 06:08:56,2013-10-05 13:00:00,2013-10-05 08:00:00,Mostly cloudy throughout the day.,2013-10-06 06:00:00,13.67,2013-10-05 13:00:00,2013-10-06 06:00:00,0.01
18.84,2013-09-22 16:00:00,253,partly-cloudy-day,15.16,2013-09-22 22:00:00,0.69,1.96,1027.75,2013-09-22 22:00:00,18.89,rain,10.57,0.9,2013-09-22 16:00:00,13.03,18.89,2.0,2013-09-21 23:00:00,2013-09-22 18:00:59,13.03,14.25,18.84,2013-09-22 05:47:56,2013-09-22 16:00:00,2013-09-22 11:00:00,Mostly cloudy until evening.,2013-09-23 01:00:00,14.25,2013-09-22 16:00:00,2013-09-23 01:00:00,0.6
3.43,2013-01-10 15:00:00,307,partly-cloudy-day,1.46,2013-01-10 02:00:00,0.7,1.55,1015.8,2013-01-10 21:00:00,2.36,rain,5.21,0.94,2013-01-10 09:00:00,-1.42,2.36,1.0,2013-01-10 00:00:00,2013-01-10 16:14:07,0.89,1.16,3.43,2013-01-10 08:04:06,2013-01-10 15:00:00,2013-01-10 12:00:00,Mostly cloudy throughout the day.,2013-01-11 06:00:00,-0.48,2013-01-10 09:00:00,2013-01-11 06:00:00,0.95
13.16,2013-10-11 17:00:00,13,wind,8.97,2013-10-11 02:00:00,0.77,5.86,1017.55,2013-10-11 02:00:00,13.16,rain,10.25,0.86,2013-10-11 17:00:00,7.61,13.16,1.0,2013-10-10 23:00:00,2013-10-11 17:17:42,9.39,8.66,13.16,2013-10-11 06:18:53,2013-10-11 17:00:00,2013-10-11 08:00:00,Mostly cloudy until evening and breezy starting in the afternoon.,2013-10-12 07:00:00,5.62,2013-10-11 17:00:00,2013-10-12 07:00:00,0.23
1.75,2013-03-26 18:00:00,52,partly-cloudy-day,-4.69,2013-03-26 07:00:00,0.69,4.99,1013.39,2013-03-26 08:00:00,-2.29,rain,12.81,0.65,2013-03-26 19:00:00,-4.06,-2.29,2.0,2013-03-26 00:00:00,2013-03-26 18:24:12,-0.29,0.77,1.75,2013-03-26 05:50:22,2013-03-26 18:00:00,2013-03-26 10:00:00,Mostly cloudy throughout the day.,2013-03-27 05:00:00,-4.31,2013-03-26 19:00:00,2013-03-27 05:00:00,0.46
11.41,2013-01-03 13:00:00,255,partly-cloudy-day,9.12,2013-01-03 07:00:00,0.66,4.36,1032.61,2013-01-03 07:00:00,11.41,rain,11.89,0.91,2013-01-03 13:00:00,7.08,11.41,1.0,2013-01-03 00:00:00,2013-01-03 16:05:15,9.55,9.65,11.41,2013-01-03 08:07:00,2013-01-03 13:00:00,2013-01-03 11:00:00,Mostly cloudy throughout the day.,2013-01-04 07:00:00,7.07,2013-01-03 13:00:00,2013-01-04 06:00:00,0.7
12.38,2013-10-29 14:00:00,256,partly-cloudy-day,5.21,2013-10-29 23:00:00,0.25,4.77,1010.58,2013-10-29 22:00:00,12.38,rain,13.66,0.77,2013-10-29 14:00:00,2.27,12.38,1.0,2013-10-29 00:00:00,2013-10-29 16:40:42,4.47,6.86,12.38,2013-10-29 06:50:01,2013-10-29 14:00:00,2013-10-29 09:00:00,Partly cloudy until evening.,2013-10-30 06:00:00,4.43,2013-10-29 14:00:00,2013-10-30 06:00:00,0.83
11.82,2013-10-10 14:00:00,330,partly-cloudy-day,3.67,2013-10-10 07:00:00,0.45,6.07,1018.36,2013-10-10 07:00:00,11.82,rain,12.41,0.68,2013-10-10 14:00:00,5.62,11.82,1.0,2013-10-09 23:00:00,2013-10-10 17:19:54,8.66,7.6,11.82,2013-10-10 06:17:13,2013-10-10 14:00:00,2013-10-10 08:00:00,Partly cloudy throughout the day.,2013-10-11 02:00:00,4.19,2013-10-10 14:00:00,2013-10-11 02:00:00,0.19
5.59,2013-02-08 13:00:00,314,partly-cloudy-day,-0.32,2013-02-08 07:00:00,0.41,3.08,1019.29,2013-02-08 07:00:00,2.73,rain,10.54,0.78,2013-02-08 19:00:00,-0.57,2.73,1.0,2013-02-08 00:00:00,2013-02-08 17:03:32,1.58,0.81,5.59,2013-02-08 07:28:26,2013-02-08 13:00:00,2013-02-08 10:00:00,Partly cloudy throughout the day.,2013-02-09 05:00:00,-2.13,2013-02-08 19:00:00,2013-02-09 00:00:00,0.94
